index,chromosome,start,end,strand,intron_motif,n_cells,gene_id_start,gene_id_end,n_genes,gene_id,gene_name,intron_group,intron_group_size,n_genes_per_intron_group,coeff,abs_coeff,length
LMO3_chr12:16600869-16606065,chr12,16600869,16606065,-,2,1576,ENSG00000048540,ENSG00000048540,1,ENSG00000048540,LMO3,LMO3_chr12_16600869_-,4,1,-0.39949043989268695,0.39949043989268695,5196
LMO3_chr12:16600869-16607935,chr12,16600869,16607935,-,2,447,ENSG00000048540,ENSG00000048540,1,ENSG00000048540,LMO3,LMO3_chr12_16600869_-,4,1,0.09302780016706377,0.09302780016706377,7066
TUBA1C_chr12:49265185-49269464,chr12,49265185,49269464,+,1,489,ENSG00000167553,ENSG00000167553,1,ENSG00000167553,TUBA1C,TUBA1C_chr12_49269464_+,2,1,-0.5920207800347715,0.5920207800347715,4279
RPS9_chr19:54200894-54201159,chr19,54200894,54201159,+,1,5508,ENSG00000170889,ENSG00000170889,1,ENSG00000170889,RPS9,RPS9_chr19_54201159_+,3,1,-0.1365798567823567,0.1365798567823567,265
RPS9_chr19:54200962-54201159,chr19,54200962,54201159,+,1,1488,ENSG00000170889,ENSG00000170889,1,ENSG00000170889,RPS9,RPS9_chr19_54201159_+,3,1,0.17445576854943892,0.17445576854943892,197
MPPED2_chr11:30580495-30584125,chr11,30580495,30584125,-,2,446,ENSG00000066382,ENSG00000066382,1,ENSG00000066382,MPPED2,MPPED2_chr11_30580495_-,2,1,-0.3455320308930018,0.3455320308930018,3630
CHCHD3_chr7:132885746-132886973,chr7,132885746,132886973,-,2,696,ENSG00000106554,ENSG00000106554,1,ENSG00000106554,CHCHD3,CHCHD3_chr7_132885746_-,2,1,0.5110985758971355,0.5110985758971355,1227
DGUOK_chr2:73946907-73958145,chr2,73946907,73958145,+,1,682,ENSG00000114956,ENSG00000114956,1,ENSG00000114956,DGUOK,DGUOK_chr2_73958145_+,4,1,-0.2892347699868889,0.2892347699868889,11238
DGUOK_chr2:73950733-73958145,chr2,73950733,73958145,+,1,517,ENSG00000114956,ENSG00000114956,1,ENSG00000114956,DGUOK,DGUOK_chr2_73958145_+,4,1,0.2809612216850429,0.2809612216850429,7412
DGUOK_chr2:73957241-73958145,chr2,73957241,73958145,+,1,2333,ENSG00000114956,ENSG00000114956,1,ENSG00000114956,DGUOK,DGUOK_chr2_73958145_+,4,1,0.1020344152818117,0.1020344152818117,904
TPM1_chr15:63048708-63056984,chr15,63048708,63056984,+,1,4164,ENSG00000140416,ENSG00000140416,1,ENSG00000140416,TPM1,TPM1_chr15_63056984_+,2,1,0.3829157870550195,0.3829157870550195,8276
PRKACB_chr1:84175057-84179176,chr1,84175057,84179176,+,1,635,ENSG00000142875,ENSG00000142875,1,ENSG00000142875,PRKACB,PRKACB_chr1_84179176_+,3,1,0.20339949202609536,0.20339949202609536,4119
PRKACB_chr1:84175808-84179176,chr1,84175808,84179176,+,1,631,ENSG00000142875,ENSG00000142875,1,ENSG00000142875,PRKACB,PRKACB_chr1_84179176_+,3,1,0.25231793906079414,0.25231793906079414,3368
CTNNBL1_chr20:37778602-37779186,chr20,37778602,37779186,+,1,210,,ENSG00000132792,1,ENSG00000132792,CTNNBL1,CTNNBL1_chr20_37779186_+,3,1,0.2113431640636524,0.2113431640636524,584
CTNNBL1_chr20:37778971-37779186,chr20,37778971,37779186,+,1,273,,ENSG00000132792,1,ENSG00000132792,CTNNBL1,CTNNBL1_chr20_37779186_+,3,1,0.19410038390369644,0.19410038390369644,215
NAA38_chr17:7857199-7857382,chr17,7857199,7857382,-,2,1911,ENSG00000183011,ENSG00000183011,1,ENSG00000183011,NAA38,NAA38_chr17_7857199_-,2,1,0.24132066184383077,0.24132066184383077,183
TJP1_chr15:29800703-29822001,chr15,29800703,29822001,-,2,800,ENSG00000104067,ENSG00000104067,1,ENSG00000104067,TJP1,TJP1_chr15_29800703_-,2,1,-0.3494556083450251,0.3494556083450251,21298
LARP7_chr4:112637604-112644667,chr4,112637604,112644667,+,1,639,ENSG00000174720,ENSG00000174720,1,ENSG00000174720,LARP7,LARP7_chr4_112644667_+,3,1,0.21070149036160565,0.21070149036160565,7063
LARP7_chr4:112638674-112644667,chr4,112638674,112644667,+,1,265,ENSG00000174720,ENSG00000174720,1,ENSG00000174720,LARP7,LARP7_chr4_112644667_+,3,1,0.10368254142690114,0.10368254142690114,5993
NRG1_chr8:32648385-32727948,chr8,32648385,32727948,+,1,221,ENSG00000157168,ENSG00000157168,1,ENSG00000157168,NRG1,NRG1_chr8_32727948_+,2,1,0.37597826834117865,0.37597826834117865,79563
ANK2_chr4:113332071-113333053,chr4,113332071,113333053,+,1,508,ENSG00000145362,ENSG00000145362,1,ENSG00000145362,ANK2,ANK2_chr4_113333053_+,2,1,0.446346082610696,0.446346082610696,982
RALYL_chr8:84706061-84774578,chr8,84706061,84774578,+,1,400,ENSG00000184672,ENSG00000184672,1,ENSG00000184672,RALYL,RALYL_chr8_84774578_+,2,1,-0.36185067191898224,0.36185067191898224,68517
SETBP1_chr18:44681022-44701174,chr18,44681022,44701174,+,1,2170,ENSG00000152217,ENSG00000152217,1,ENSG00000152217,SETBP1,SETBP1_chr18_44701174_+,3,1,-0.21686647656894537,0.21686647656894537,20152
RBFOX2_chr22:35810005-35836319,chr22,35810005,35836319,-,2,351,ENSG00000100320,ENSG00000100320,1,ENSG00000100320,RBFOX2,RBFOX2_chr22_35810005_-,4,1,-0.0368690209107953,0.0368690209107953,26314
RBFOX2_chr22:35810005-35840191,chr22,35810005,35840191,-,2,4404,ENSG00000100320,ENSG00000100320,1,ENSG00000100320,RBFOX2,RBFOX2_chr22_35810005_-,4,1,-0.04715191180712447,0.04715191180712447,30186
RBFOX2_chr22:35810005-35840347,chr22,35810005,35840347,-,2,152,ENSG00000100320,,1,ENSG00000100320,RBFOX2,RBFOX2_chr22_35810005_-,4,1,-0.09045035374221999,0.09045035374221999,30342
SPAG16_chr2:213310178-213317218,chr2,213310178,213317218,+,1,2143,ENSG00000144451,ENSG00000144451,1,ENSG00000144451,SPAG16,SPAG16_chr2_213317218_+,2,1,-0.24375217184954637,0.24375217184954637,7040
KLHL5_chr4:39063036-39075964,chr4,39063036,39075964,+,1,393,ENSG00000109790,ENSG00000109790,1,ENSG00000109790,KLHL5,KLHL5_chr4_39075964_+,2,1,0.4151729179232414,0.4151729179232414,12928
CADM1_chr11:115178776-115190887,chr11,115178776,115190887,-,2,1777,ENSG00000182985,ENSG00000182985,1,ENSG00000182985,CADM1,CADM1_chr11_115178776_-,3,1,0.06564866812672777,0.06564866812672777,12111
CADM1_chr11:115178776-115198405,chr11,115178776,115198405,-,2,2090,ENSG00000182985,ENSG00000182985,1,ENSG00000182985,CADM1,CADM1_chr11_115178776_-,3,1,-0.22410571371176105,0.22410571371176105,19629
NFIB_chr9:14307521-14307919,chr9,14307521,14307919,-,2,707,ENSG00000147862,ENSG00000147862,1,ENSG00000147862,NFIB,NFIB_chr9_14307521_-,3,1,0.25786383138573366,0.25786383138573366,398
NFIB_chr9:14307521-14313481,chr9,14307521,14313481,-,2,2518,ENSG00000147862,ENSG00000147862,1,ENSG00000147862,NFIB,NFIB_chr9_14307521_-,3,1,-0.1528822442224722,0.1528822442224722,5960
CBX5_chr12:54257693-54259269,chr12,54257693,54259269,-,2,238,ENSG00000094916,ENSG00000094916,1,ENSG00000094916,CBX5,CBX5_chr12_54257693_-,3,1,-0.2805945067480923,0.2805945067480923,1576
CBX5_chr12:54257693-54259508,chr12,54257693,54259508,-,2,739,ENSG00000094916,ENSG00000094916,1,ENSG00000094916,CBX5,CBX5_chr12_54257693_-,3,1,-0.002539538198248703,0.002539538198248703,1815
SH3GLB1_chr1:86730112-86734601,chr1,86730112,86734601,+,1,277,ENSG00000097033,ENSG00000097033,1,ENSG00000097033,SH3GLB1,SH3GLB1_chr1_86734601_+,2,1,0.5345669316131688,0.5345669316131688,4489
ELAVL4_chr1:50197468-50200850,chr1,50197468,50200850,+,1,1846,ENSG00000162374,ENSG00000162374,1,ENSG00000162374,ELAVL4,ELAVL4_chr1_50200850_+,2,1,0.2705642325348641,0.2705642325348641,3382
KIF21A_chr12:39342125-39346465,chr12,39342125,39346465,-,2,654,ENSG00000139116,ENSG00000139116,1,ENSG00000139116,KIF21A,KIF21A_chr12_39342125_-,2,1,0.2429849827077329,0.2429849827077329,4340
CMC2_chr16:80997430-80998284,chr16,80997430,80998284,-,2,622,ENSG00000103121,ENSG00000103121,1,ENSG00000103121,CMC2,CMC2_chr16_80997430_-,3,1,0.0978071480372475,0.0978071480372475,854
CMC2_chr16:80997430-81001247,chr16,80997430,81001247,-,2,1027,ENSG00000103121,ENSG00000103121,1,ENSG00000103121,CMC2,CMC2_chr16_80997430_-,3,1,0.23960764439208154,0.23960764439208154,3817
ZDHHC21_chr9:14680163-14688246,chr9,14680163,14688246,-,2,428,ENSG00000175893,,1,ENSG00000175893,ZDHHC21,ZDHHC21_chr9_14680163_-,2,1,0.41518359033989033,0.41518359033989033,8083
DPYSL2_chr8:26578294-26581968,chr8,26578294,26581968,+,1,2833,ENSG00000092964,ENSG00000092964,1,ENSG00000092964,DPYSL2,DPYSL2_chr8_26581968_+,2,1,-0.1955434664706553,0.1955434664706553,3674
RBFOX2_chr22:35746562-35750425,chr22,35746562,35750425,-,2,1060,ENSG00000100320,ENSG00000100320,1,ENSG00000100320,RBFOX2,RBFOX2_chr22_35746562_-,4,1,0.2212124004971704,0.2212124004971704,3863
RBFOX2_chr22:35746562-35752612,chr22,35746562,35752612,-,2,205,ENSG00000100320,ENSG00000100320,1,ENSG00000100320,RBFOX2,RBFOX2_chr22_35746562_-,4,1,-0.1638696849126346,0.1638696849126346,6050
RBFOX2_chr22:35746562-35756104,chr22,35746562,35756104,-,2,5177,ENSG00000100320,ENSG00000100320,1,ENSG00000100320,RBFOX2,RBFOX2_chr22_35746562_-,4,1,-0.11269168481888343,0.11269168481888343,9542
TPM3_chr1:154170712-154171412,chr1,154170712,154171412,-,2,469,ENSG00000143549,ENSG00000143549,1,ENSG00000143549,TPM3,TPM3_chr1_154170712_-,2,1,0.2733130476071052,0.2733130476071052,700
CHD3_chr17:7889101-7889663,chr17,7889101,7889663,+,1,463,ENSG00000170004,ENSG00000170004,1,ENSG00000170004,CHD3,CHD3_chr17_7889663_+,2,1,0.25679252500514504,0.25679252500514504,562
SEC11A_chr15:84670783-84679931,chr15,84670783,84679931,-,2,255,ENSG00000140612,ENSG00000140612,1,ENSG00000140612,SEC11A,SEC11A_chr15_84670783_-,3,1,-0.49408944975888275,0.49408944975888275,9148
SEC11A_chr15:84670783-84680712,chr15,84670783,84680712,-,2,4089,ENSG00000140612,ENSG00000140612,1,ENSG00000140612,SEC11A,SEC11A_chr15_84670783_-,3,1,0.1765706353525058,0.1765706353525058,9929
ACBD5_chr10:27219858-27223206,chr10,27219858,27223206,-,2,263,ENSG00000107897,ENSG00000107897,1,ENSG00000107897,ACBD5,ACBD5_chr10_27219858_-,2,1,0.39405053439692445,0.39405053439692445,3348
SORBS2_chr4:185620152-185622913,chr4,185620152,185622913,-,2,406,ENSG00000154556,ENSG00000154556,1,ENSG00000154556,SORBS2,SORBS2_chr4_185620152_-,2,1,0.4712348242997239,0.4712348242997239,2761
MRPL18_chr6:159790640-159790939,chr6,159790640,159790939,+,1,2318,ENSG00000112110,ENSG00000112110,1,ENSG00000112110,MRPL18,MRPL18_chr6_159790939_+,3,1,0.18739208321731837,0.18739208321731837,299
RBM26_chr13:79344795-79353152,chr13,79344795,79353152,-,2,485,ENSG00000139746,ENSG00000139746,1,ENSG00000139746,RBM26,RBM26_chr13_79344795_-,2,1,0.3305858209326242,0.3305858209326242,8357
MAP1B_chr5:72179908-72183742,chr5,72179908,72183742,+,1,225,ENSG00000131711,ENSG00000131711,1,ENSG00000131711,MAP1B,MAP1B_chr5_72183742_+,2,1,-0.2969419154621378,0.2969419154621378,3834
PTK2_chr8:140764291-140769574,chr8,140764291,140769574,-,2,387,ENSG00000169398,ENSG00000169398,1,ENSG00000169398,PTK2,PTK2_chr8_140764291_-,2,1,0.4099732717540696,0.4099732717540696,5283
EIF4A2_chr3:186784697-186785882,chr3,186784697,186785882,+,1,2210,ENSG00000156976,ENSG00000156976,1,ENSG00000156976,EIF4A2,EIF4A2_chr3_186785882_+,3,1,-0.11765084303705788,0.11765084303705788,1185
EIF4A2_chr3:186785102-186785882,chr3,186785102,186785882,+,1,7917,ENSG00000156976,ENSG00000156976,1,ENSG00000156976,EIF4A2,EIF4A2_chr3_186785882_+,3,1,0.11122256735143506,0.11122256735143506,780
NDUFB2_chr7:140697075-140702865,chr7,140697075,140702865,+,1,238,ENSG00000090266,ENSG00000090266,1,ENSG00000090266,NDUFB2,NDUFB2_chr7_140702865_+,4,1,0.26763439639040076,0.26763439639040076,5790
NDUFB2_chr7:140697222-140702865,chr7,140697222,140702865,+,1,400,ENSG00000090266,ENSG00000090266,1,ENSG00000090266,NDUFB2,NDUFB2_chr7_140702865_+,4,1,-0.05884741261988238,0.05884741261988238,5643
NDUFB2_chr7:140697392-140702865,chr7,140697392,140702865,+,1,130,ENSG00000090266,ENSG00000090266,1,ENSG00000090266,NDUFB2,NDUFB2_chr7_140702865_+,4,1,0.04521138133309975,0.04521138133309975,5473
ARID4A_chr14:58331519-58344694,chr14,58331519,58344694,+,1,5171,ENSG00000032219,ENSG00000032219,1,ENSG00000032219,ARID4A,ARID4A_chr14_58344694_+,2,1,0.158213280203702,0.158213280203702,13175
PBRM1_chr3:52679727-52681694,chr3,52679727,52681694,-,2,191,ENSG00000163939,,1,ENSG00000163939,PBRM1,PBRM1_chr3_52679727_-,3,1,0.475839775502349,0.475839775502349,1967
PBRM1_chr3:52679727-52681703,chr3,52679727,52681703,-,2,174,ENSG00000163939,ENSG00000163939,1,ENSG00000163939,PBRM1,PBRM1_chr3_52679727_-,3,1,0.08300050387865343,0.08300050387865343,1976
VTI1A_chr10:112533551-112538245,chr10,112533551,112538245,+,1,501,ENSG00000151532,ENSG00000151532,1,ENSG00000151532,VTI1A,VTI1A_chr10_112538245_+,2,1,0.44998550560350686,0.44998550560350686,4694
UBAP2_chr9:33998865-34011626,chr9,33998865,34011626,-,2,541,ENSG00000137073,ENSG00000137073,1,ENSG00000137073,UBAP2,UBAP2_chr9_33998865_-,2,1,0.25245984092875684,0.25245984092875684,12761
RTN4_chr2:54987699-55025085,chr2,54987699,55025085,-,2,2370,ENSG00000115310,ENSG00000115310,1,ENSG00000115310,RTN4,RTN4_chr2_54987699_-,2,1,0.1534683422730841,0.1534683422730841,37386
LZIC_chr1:9942783-9943248,chr1,9942783,9943248,-,2,236,ENSG00000162441,ENSG00000162441,1,ENSG00000162441,LZIC,LZIC_chr1_9942783_-,2,1,-0.3059646131977577,0.3059646131977577,465
VGLL4_chr3:11602023-11643436,chr3,11602023,11643436,-,2,459,ENSG00000144560,ENSG00000144560,1,ENSG00000144560,VGLL4,VGLL4_chr3_11602023_-,2,1,-0.2867696043641395,0.2867696043641395,41413
SFT2D1_chr6:166330248-166331384,chr6,166330248,166331384,-,2,1037,ENSG00000198818,ENSG00000198818,1,ENSG00000198818,SFT2D1,SFT2D1_chr6_166330248_-,2,1,0.2941960709950071,0.2941960709950071,1136
TCF4_chr18:55403519-55403620,chr18,55403519,55403620,-,2,852,ENSG00000196628,ENSG00000196628,1,ENSG00000196628,TCF4,TCF4_chr18_55403519_-,5,1,0.36782148075352794,0.36782148075352794,101
TCF4_chr18:55403519-55422153,chr18,55403519,55422153,-,2,191,ENSG00000196628,ENSG00000196628,1,ENSG00000196628,TCF4,TCF4_chr18_55403519_-,5,1,0.025645164740894233,0.025645164740894233,18634
TCF4_chr18:55403519-55422179,chr18,55403519,55422179,-,4,379,ENSG00000196628,ENSG00000196628,1,ENSG00000196628,TCF4,TCF4_chr18_55403519_-,5,1,-0.09732220960342407,0.09732220960342407,18660
TCF4_chr18:55403519-55422191,chr18,55403519,55422191,-,2,168,ENSG00000196628,ENSG00000196628,1,ENSG00000196628,TCF4,TCF4_chr18_55403519_-,5,1,-0.19765585631571167,0.19765585631571167,18672
AHI1_chr6:135492292-135495538,chr6,135492292,135495538,-,2,523,ENSG00000135541,ENSG00000135541,1,ENSG00000135541,AHI1,AHI1_chr6_135492292_-,4,1,0.30355326404299265,0.30355326404299265,3246
AHI1_chr6:135492292-135495813,chr6,135492292,135495813,-,2,284,ENSG00000135541,ENSG00000135541,1,ENSG00000135541,AHI1,AHI1_chr6_135492292_-,4,1,-0.2281831493222065,0.2281831493222065,3521
AHI1_chr6:135492292-135497187,chr6,135492292,135497187,-,2,176,ENSG00000135541,ENSG00000135541,1,ENSG00000135541,AHI1,AHI1_chr6_135492292_-,4,1,0.06946576450298331,0.06946576450298331,4895
CLIP1_chr12:122334706-122336631,chr12,122334706,122336631,-,2,242,ENSG00000130779,ENSG00000130779,1,ENSG00000130779,CLIP1,CLIP1_chr12_122334706_-,2,1,-0.39045355294015266,0.39045355294015266,1925
RWDD1_chr6:116572986-116574057,chr6,116572986,116574057,+,1,1829,ENSG00000111832,ENSG00000111832,1,ENSG00000111832,RWDD1,RWDD1_chr6_116574057_+,2,1,0.19625453928795755,0.19625453928795755,1071
MYT1L_chr2:2284504-2324331,chr2,2284504,2324331,-,2,237,ENSG00000186487,ENSG00000186487,1,ENSG00000186487,MYT1L,MYT1L_chr2_2284504_-,6,1,0.05119066125786925,0.05119066125786925,39827
MYT1L_chr2:2284504-2324768,chr2,2284504,2324768,-,2,276,ENSG00000186487,ENSG00000186487,1,ENSG00000186487,MYT1L,MYT1L_chr2_2284504_-,6,1,0.12199428728343661,0.12199428728343661,40264
MYT1L_chr2:2284504-2326035,chr2,2284504,2326035,-,2,966,ENSG00000186487,ENSG00000186487,1,ENSG00000186487,MYT1L,MYT1L_chr2_2284504_-,6,1,0.17204079485711696,0.17204079485711696,41531
MYT1L_chr2:2284504-2330966,chr2,2284504,2330966,-,2,6383,ENSG00000186487,ENSG00000186487,1,ENSG00000186487,MYT1L,MYT1L_chr2_2284504_-,6,1,-0.18051506243782148,0.18051506243782148,46462
CHPT1_chr12:101720255-101723167,chr12,101720255,101723167,+,1,459,ENSG00000111666,ENSG00000111666,1,ENSG00000111666,CHPT1,CHPT1_chr12_101723167_+,2,1,-0.2594309920858529,0.2594309920858529,2912
OSBPL8_chr12:76450980-76459858,chr12,76450980,76459858,-,2,428,ENSG00000091039,ENSG00000091039,1,ENSG00000091039,OSBPL8,OSBPL8_chr12_76450980_-,2,1,0.40066916159474286,0.40066916159474286,8878
HSP90AB1_chr6:44248777-44249376,chr6,44248777,44249376,+,1,18453,ENSG00000096384,ENSG00000096384,1,ENSG00000096384,HSP90AB1,HSP90AB1_chr6_44249376_+,2,1,0.2161065476366812,0.2161065476366812,599
NAP1L1_chr12:76056162-76057743,chr12,76056162,76057743,-,2,249,ENSG00000187109,ENSG00000187109,1,ENSG00000187109,NAP1L1,NAP1L1_chr12_76056162_-,3,1,0.35562935060325074,0.35562935060325074,1581
NAP1L1_chr12:76056162-76059797,chr12,76056162,76059797,-,2,11217,ENSG00000187109,ENSG00000187109,1,ENSG00000187109,NAP1L1,NAP1L1_chr12_76056162_-,3,1,-0.15673682142204992,0.15673682142204992,3635
PARK7_chr1:7961794-7962762,chr1,7961794,7962762,+,1,9034,ENSG00000116288,ENSG00000116288,1,ENSG00000116288,PARK7,PARK7_chr1_7962762_+,2,1,0.06116604192856807,0.06116604192856807,968
CLASP2_chr3:33573355-33574472,chr3,33573355,33574472,-,2,452,ENSG00000163539,ENSG00000163539,1,ENSG00000163539,CLASP2,CLASP2_chr3_33573355_-,2,1,0.4473351902124544,0.4473351902124544,1117
RPS8_chr1:44777790-44777999,chr1,44777790,44777999,+,1,50138,ENSG00000142937,ENSG00000142937,1,ENSG00000142937,RPS8,RPS8_chr1_44777999_+,2,1,-0.14736692168480625,0.14736692168480625,209
DNM1L_chr12:32705864-32707366,chr12,32705864,32707366,+,1,170,ENSG00000087470,ENSG00000087470,1,ENSG00000087470,DNM1L,DNM1L_chr12_32707366_+,2,1,0.3571093162868482,0.3571093162868482,1502
APP_chr21:25982478-26000014,chr21,25982478,26000014,-,2,225,ENSG00000142192,ENSG00000142192,1,ENSG00000142192,APP,APP_chr21_25982478_-,2,1,-0.328804427412839,0.328804427412839,17536
NFIB_chr9:14088327-14093459,chr9,14088327,14093459,-,2,172,ENSG00000147862,ENSG00000147862,1,ENSG00000147862,NFIB,NFIB_chr9_14088327_-,5,1,0.24160988821975182,0.24160988821975182,5132
NFIB_chr9:14088327-14102421,chr9,14088327,14102421,-,2,1996,ENSG00000147862,ENSG00000147862,1,ENSG00000147862,NFIB,NFIB_chr9_14088327_-,5,1,0.06426983841458313,0.06426983841458313,14094
NFIB_chr9:14088327-14112998,chr9,14088327,14112998,-,2,361,ENSG00000147862,ENSG00000147862,1,ENSG00000147862,NFIB,NFIB_chr9_14088327_-,5,1,-0.14696127907983508,0.14696127907983508,24671
NFIB_chr9:14088327-14116180,chr9,14088327,14116180,-,2,141,ENSG00000147862,ENSG00000147862,1,ENSG00000147862,NFIB,NFIB_chr9_14088327_-,5,1,-0.057117447713856746,0.057117447713856746,27853
NDUFB6_chr9:32558955-32570959,chr9,32558955,32570959,-,2,4585,ENSG00000165264,ENSG00000165264,1,ENSG00000165264,NDUFB6,NDUFB6_chr9_32558955_-,2,1,-0.21899072262433766,0.21899072262433766,12004
LMO4_chr1:87331815-87332012,chr1,87331815,87332012,+,1,2124,ENSG00000143013,ENSG00000143013,1,ENSG00000143013,LMO4,LMO4_chr1_87332012_+,2,1,0.1646464801306654,0.1646464801306654,197
HP1BP3_chr1:20780541-20786185,chr1,20780541,20786185,-,2,359,ENSG00000127483,ENSG00000127483,1,ENSG00000127483,HP1BP3,HP1BP3_chr1_20780541_-,3,1,-0.21153587594636186,0.21153587594636186,5644
HP1BP3_chr1:20780541-20786648,chr1,20780541,20786648,-,2,287,ENSG00000127483,,1,ENSG00000127483,HP1BP3,HP1BP3_chr1_20780541_-,3,1,-0.0464161316025028,0.0464161316025028,6107
ZBTB38_chr3:141387888-141403926,chr3,141387888,141403926,+,1,373,ENSG00000177311,ENSG00000177311,1,ENSG00000177311,ZBTB38,ZBTB38_chr3_141403926_+,3,1,0.18686164275055728,0.18686164275055728,16038
ZBTB38_chr3:141402450-141403926,chr3,141402450,141403926,+,1,234,ENSG00000177311,ENSG00000177311,1,ENSG00000177311,ZBTB38,ZBTB38_chr3_141403926_+,3,1,-0.48129737772112113,0.48129737772112113,1476
CLASP1_chr2:121469961-121490272,chr2,121469961,121490272,-,2,529,ENSG00000074054,ENSG00000074054,1,ENSG00000074054,CLASP1,CLASP1_chr2_121469961_-,2,1,0.30533398278908147,0.30533398278908147,20311
RPS9_chr19:54201610-54206275,chr19,54201610,54206275,+,1,32401,ENSG00000170889,ENSG00000170889,1,ENSG00000170889,RPS9,RPS9_chr19_54206275_+,2,1,-0.17128761632787914,0.17128761632787914,4665
MFF_chr2:227352574-227355676,chr2,227352574,227355676,+,1,1694,ENSG00000168958,ENSG00000168958,1,ENSG00000168958,MFF,MFF_chr2_227355676_+,2,1,0.21243726446600134,0.21243726446600134,3102
TNRC6B_chr22:40178141-40246014,chr22,40178141,40246014,+,1,1499,ENSG00000100354,ENSG00000100354,1,ENSG00000100354,TNRC6B,TNRC6B_chr22_40246014_+,2,1,0.166493134412827,0.166493134412827,67873
LRRFIP1_chr2:237758822-237760063,chr2,237758822,237760063,+,1,230,ENSG00000124831,ENSG00000124831,1,ENSG00000124831,LRRFIP1,LRRFIP1_chr2_237760063_+,2,1,0.37862028190829283,0.37862028190829283,1241
KRIT1_chr7:92242138-92244001,chr7,92242138,92244001,-,2,756,ENSG00000001631,ENSG00000001631,1,ENSG00000001631,KRIT1,KRIT1_chr7_92242138_-,3,1,-0.22960324783980934,0.22960324783980934,1863
KRIT1_chr7:92242138-92244901,chr7,92242138,92244901,-,2,667,ENSG00000001631,ENSG00000001631,1,ENSG00000001631,KRIT1,KRIT1_chr7_92242138_-,3,1,0.17266721894102435,0.17266721894102435,2763
DLG1_chr3:197194590-197260258,chr3,197194590,197260258,-,2,211,ENSG00000075711,ENSG00000075711,1,ENSG00000075711,DLG1,DLG1_chr3_197194590_-,2,1,0.3317736551301742,0.3317736551301742,65668
CERS5_chr12:50130695-50132961,chr12,50130695,50132961,-,2,354,ENSG00000139624,ENSG00000139624,1,ENSG00000139624,CERS5,CERS5_chr12_50130695_-,2,1,0.3969240637178032,0.3969240637178032,2266
APBB2_chr4:40830578-40842369,chr4,40830578,40842369,-,2,205,ENSG00000163697,ENSG00000163697,1,ENSG00000163697,APBB2,APBB2_chr4_40830578_-,3,1,0.36802694277349335,0.36802694277349335,11791
NUCB2_chr11:17282944-17295323,chr11,17282944,17295323,+,1,2211,ENSG00000070081,ENSG00000070081,1,ENSG00000070081,NUCB2,NUCB2_chr11_17295323_+,5,1,-0.13949708786138143,0.13949708786138143,12379
NUCB2_chr11:17286718-17295323,chr11,17286718,17295323,+,1,521,ENSG00000070081,ENSG00000070081,1,ENSG00000070081,NUCB2,NUCB2_chr11_17295323_+,5,1,-0.05597992826961864,0.05597992826961864,8605
RPS15A_chr16:18786337-18788062,chr16,18786337,18788062,-,2,1106,ENSG00000134419,ENSG00000134419,1,ENSG00000134419,RPS15A,RPS15A_chr16_18786337_-,2,1,0.2365047249565333,0.2365047249565333,1725
